source_component	source_path	gene_id	gene_symbol	gene_name	chr	start	stop	n_snps	nparam	n	zstat	p	fdr	rank	bonferroni_significant	suggestive	gene_set	n_genes	TAL_percentile	top_celltype	top_celltype_percentile	evidence_class	locus_balanced_TAL_percentile_full	locus_balanced_TAL_percentile_conservative	leave_one_locus_out_min_TAL_percentile	interpretation
gene_results	results/tables/magma_genes.tsv	23111	SPART	spartin	13	36875775	36944317	122	8	959255	0.93604	0.17463	0.626713591709845	4825	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	64857	PLEKHG2	pleckstrin homology and RhoGEF domain containing G2	19	39903222	39919055	18	4	945582	0.93556	0.17475	0.626969751449876	4826	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3184	HNRNPD	heterogeneous nuclear ribonucleoprotein D	4	83274467	83295149	25	3	975370	0.93536	0.1748	0.626969751449876	4827	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	137814	NKX2-6	NK2 homeobox 6	8	23559964	23564111	10	2	975370	0.93534	0.17481	0.626969751449876	4828	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7358	UGDH	UDP-glucose 6-dehydrogenase	4	39500375	39529218	84	11	954093	0.93479	0.17495	0.627167458609272	4829	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1511	CTSG	cathepsin G	14	25042724	25045466	7	3	975370	0.93465	0.17498	0.627167458609272	4830	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9590	AKAP12	A-kinase anchoring protein 12	6	151561134	151679694	330	39	956421	0.93457	0.175	0.627167458609272	4831	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4756	NEO1	neogenin 1	15	73344056	73597547	347	15	960877	0.93454	0.17501	0.627167458609272	4832	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7528	YY1	YY1 transcription factor	14	100705102	100745371	53	6	930149	0.93418	0.1751	0.627360148975791	4833	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	284207	METRNL	meteorin like, glial cell differentiation regulator	17	81037567	81052867	26	7	947874	0.9339	0.17518	0.627422965873837	4834	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3227	HOXC11	homeobox C11	12	54366910	54370203	2	1	886007	0.93383	0.17519	0.627422965873837	4835	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1836	SLC26A2	solute carrier family 26 member 2	5	149340300	149366963	20	3	948561	0.9336	0.17525	0.627427614716825	4836	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	64925	CCDC71	coiled-coil domain containing 71	3	49199968	49203785	1	1	796644	0.93343	0.1753	0.627427614716825	4837	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7357	UGCG	UDP-glucose ceramide glucosyltransferase	9	114659206	114697649	91	17	961066	0.93343	0.1753	0.627427614716825	4838	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51720	UIMC1	ubiquitin interaction motif containing 1	5	176332006	176433795	108	10	956459	0.93303	0.1754	0.627655796652201	4839	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8637	EIF4EBP3	eukaryotic translation initiation factor 4E binding protein 3	5	139927251	139929163	2	1	975370	0.93248	0.17554	0.627731777319588	4840	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	120787	OR52W1	olfactory receptor family 52 subfamily W member 1	11	6220454	6221416	1	1	975370	0.93226	0.1756	0.627731777319588	4841	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	65082	VPS33A	VPS33A core subunit of CORVET and HOPS complexes	12	122714111	122751068	34	4	949087	0.93197	0.17568	0.627731777319588	4842	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	255324	EPGN	epithelial mitogen	4	75174187	75182520	9	1	975370	0.93166	0.17576	0.627731777319588	4843	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2592	GALT	galactose-1-phosphate uridylyltransferase	9	34646586	34650595	3	1	975370	0.93164	0.17576	0.627731777319588	4844	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	147929	ZNF565	zinc finger protein 565	19	36673187	36705986	35	5	944731	0.93155	0.17578	0.627731777319588	4845	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51699	VPS29	VPS29 retromer complex component	12	110929330	110939916	5	2	924336	0.93156	0.17578	0.627731777319588	4846	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6862	TBXT	T-box transcription factor T	6	166571144	166582157	42	7	954093	0.93155	0.17578	0.627731777319588	4847	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	26586	CKAP2	cytoskeleton associated protein 2	13	53029495	53050763	34	5	955863	0.93144	0.17581	0.627731777319588	4848	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3425	IDUA	alpha-L-iduronidase	4	980785	998317	42	11	930996	0.93144	0.17581	0.627731777319588	4849	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4521	NUDT1	nudix hydrolase 1	7	2281857	2290780	33	6	940558	0.9314	0.17582	0.627731777319588	4850	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	90865	IL33	interleukin 33	9	6215149	6257983	67	8	934601	0.93097	0.17593	0.627838666117744	4851	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	56110	PCDHGA5	protocadherin gamma subfamily A, 5	5	140743729	140892546	208	21	951450	0.93063	0.17602	0.627838666117744	4852	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7051	TGM1	transglutaminase 1	14	24718159	24733115	19	7	965963	0.93053	0.17605	0.627838666117744	4853	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	48	ACO1	aconitase 1	9	32384601	32450834	110	16	963771	0.93041	0.17608	0.627838666117744	4854	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100506012	PPP5D1P	PPP5 tetratricopeptide repeat domain containing 1, pseudogene	19	46984045	47104457	243	40	944585	0.93027	0.17612	0.627838666117744	4855	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	166647	ADGRA3	adhesion G protein-coupled receptor A3	4	22388997	22517677	308	27	963516	0.93025	0.17612	0.627838666117744	4856	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	54471	MIEF1	mitochondrial elongation factor 1	22	39898197	39914139	12	2	930689	0.93019	0.17614	0.627838666117744	4857	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7143	TNR	tenascin R	1	175291935	175712752	790	79	957886	0.93017	0.17614	0.627838666117744	4858	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	135948	OR2F2	olfactory receptor family 2 subfamily F member 2	7	143632326	143633279	4	2	975370	0.92987	0.17622	0.627891978609626	4859	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10293	TRAIP	TRAF interacting protein	3	49866028	49893992	26	4	931185	0.92983	0.17623	0.627891978609626	4860	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	94039	ZNF101	zinc finger protein 101	19	19778962	19791735	14	3	924305	0.92968	0.17627	0.627891978609626	4861	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	27189	IL17C	interleukin 17C	16	88705001	88706882	1	1	796644	0.92956	0.1763	0.627891978609626	4862	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	201562	HACD2	3-hydroxyacyl-CoA dehydratase 2	3	123213363	123303924	200	17	919071	0.9293	0.17637	0.628012115977792	4863	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	283212	KLHL35	kelch like family member 35	11	75133438	75141674	6	3	932842	0.92896	0.17646	0.628109870503597	4864	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100037417	DDTL	D-dopachrome tautomerase like	22	24308652	24314748	20	3	957497	0.92892	0.17647	0.628109870503597	4865	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	388886	LRRC75B	leucine rich repeat containing 75B	22	24981588	24989073	7	2	975370	0.92844	0.17659	0.628385436613931	4866	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	387694	SH2D4B	SH2 domain containing 4B	10	82297658	82406316	290	28	957412	0.92831	0.17662	0.628385436613931	4867	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	54850	FBXL12	F-box and leucine rich repeat protein 12	19	9920943	9930101	9	2	915795	0.92811	0.17668	0.628460574948665	4868	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	80019	UBTD1	ubiquitin domain containing 1	10	99258768	99330960	118	14	953736	0.92784	0.17674	0.628460574948665	4869	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10758	TRAF3IP2	TRAF3 interacting protein 2	6	111876581	111927477	74	12	951232	0.92784	0.17675	0.628460574948665	4870	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	80025	PANK2	pantothenate kinase 2	20	3869486	3904538	47	5	956357	0.92714	0.17693	0.62891342364532	4871	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1811	SLC26A3	solute carrier family 26 member 3	7	107405912	107443678	49	12	931600	0.92705	0.17695	0.62891342364532	4872	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9813	EFCAB14	EF-hand calcium binding domain 14	1	47140831	47184792	69	6	967599	0.92669	0.17704	0.629104174020111	4873	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	64066	MMP27	matrix metallopeptidase 27	11	102562415	102576468	46	7	954281	0.9264	0.17712	0.629259318834633	4874	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23371	TNS2	tensin 2	12	53440810	53458163	21	5	966859	0.92577	0.17728	0.62969856	4875	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8344	H2BC6	H2B clustered histone 6	6	26184024	26184458	2	1	975370	0.92509	0.17746	0.63001143442623	4876	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	57116	ZNF695	zinc finger protein 695	1	247108849	247171395	114	14	882871	0.92491	0.17751	0.63001143442623	4877	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5800	PTPRO	protein tyrosine phosphatase receptor type O	12	15475191	15751265	408	37	960038	0.92486	0.17752	0.63001143442623	4878	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3108	HLA-DMA	major histocompatibility complex, class II, DM alpha	6	32916391	32920900	16	6	930689	0.92483	0.17753	0.63001143442623	4879	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	93978	CLEC6A	C-type lectin domain containing 6A	12	8608591	8630926	64	2	964200	0.92473	0.17755	0.63001143442623	4880	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4916	NTRK3	neurotrophic receptor tyrosine kinase 3	15	88419948	88800026	452	40	957974	0.92454	0.1776	0.630014450133115	4881	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	79906	MORN1	MORN repeat containing 1	1	2251719	2323190	200	29	948819	0.92437	0.17765	0.630014450133115	4882	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	25909	AHCTF1	AT-hook containing transcription factor 1	1	247002400	247094726	120	11	942604	0.92432	0.17766	0.630014450133115	4883	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3084	NRG1	neuregulin 1	8	31496820	32622558	2168	100	957851	0.92392	0.17777	0.630146431934493	4884	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6722	SRF	serum response factor	6	43138920	43149244	8	2	975370	0.92392	0.17777	0.630146431934493	4885	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	56673	C11orf16	chromosome 11 open reading frame 16	11	8941623	8954553	17	2	964857	0.9236	0.17785	0.63030098239869	4886	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	29097	CNIH4	cornichon family member 4	1	224544513	224567154	22	2	953347	0.92328	0.17793	0.63034204415372	4887	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	150468	CKAP2L	cytoskeleton associated protein 2 like	2	113495444	113522254	16	1	975370	0.92294	0.17802	0.63034204415372	4888	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	388228	SBK1	SH3 domain binding kinase 1	16	28270041	28335170	50	10	961072	0.92293	0.17802	0.63034204415372	4889	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5504	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2	3	195241221	195270224	52	7	961622	0.92292	0.17803	0.63034204415372	4890	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	151188	ARL6IP6	ARF like GTPase 6 interacting protein 6	2	153574407	153617767	52	6	971933	0.92284	0.17805	0.63034204415372	4891	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100431172	KLRF2	killer cell lectin like receptor F2	12	10034088	10048432	15	4	963455	0.92271	0.17808	0.63034204415372	4892	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	214	ALCAM	activated leukocyte cell adhesion molecule	3	105085557	105295757	397	24	963022	0.92181	0.17831	0.63100438087454	4893	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	115362	GBP5	guanylate binding protein 5	1	89724633	89738544	10	2	939625	0.9217	0.17834	0.63100438087454	4894	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	401145	CCSER1	coiled-coil serine rich protein 1	4	91048684	92523370	2798	111	961283	0.92129	0.17845	0.631206397058823	4895	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2287	FKBP3	FKBP prolyl isomerase 3	14	45584802	45603732	10	2	957497	0.92123	0.17847	0.631206397058823	4896	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	89792	GAL3ST3	galactose-3-O-sulfotransferase 3	11	65808236	65816651	11	2	975370	0.92063	0.17862	0.631339734748011	4897	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10071	MUC12	mucin 12, cell surface associated	7	100612904	100662230	53	8	945020	0.9205	0.17866	0.631339734748011	4898	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1187	CLCNKA	chloride voltage-gated channel Ka	1	16348486	16360548	42	6	914640	0.92048	0.17866	0.631339734748011	4899	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6251	RSU1	Ras suppressor protein 1	10	16632615	16859509	483	55	961891	0.92047	0.17866	0.631339734748011	4900	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55778	ZNF839	zinc finger protein 839	14	102783714	102809511	17	3	970873	0.92037	0.17869	0.631339734748011	4901	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100653515	CEP295NL	CEP295 N-terminal like	17	76886577	76899299	41	7	957933	0.9196	0.17889	0.631917429620563	4902	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	26146	TRAF3IP1	TRAF3 interacting protein 1	2	239229185	239309541	159	14	960757	0.91917	0.179	0.632177034468693	4903	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	140885	SIRPA	signal regulatory protein alpha	20	1874763	1920540	101	11	957674	0.91891	0.17907	0.632295293637847	4904	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23344	ESYT1	extended synaptotagmin 1	12	56521985	56547259	12	6	926471	0.91868	0.17913	0.63235832247557	4905	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2821	GPI	glucose-6-phosphate isomerase	19	34855645	34893318	29	5	923467	0.91841	0.1792	0.63235832247557	4906	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	57154	SMURF1	SMAD specific E3 ubiquitin protein ligase 1	7	98625058	98741743	99	15	933598	0.9184	0.17921	0.63235832247557	4907	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	116173	CMTM5	CKLF like MARVEL transmembrane domain containing 5	14	23846017	23848981	2	1	886007	0.91801	0.17931	0.63235832247557	4908	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4716	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	16	2009517	2011976	11	2	968420	0.91798	0.17931	0.63235832247557	4909	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5887	RAD23B	RAD23 homolog B, nucleotide excision repair protein	9	110045517	110094475	89	9	951853	0.91788	0.17934	0.63235832247557	4910	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	128434	VSTM2L	V-set and transmembrane domain containing 2 like	20	36531499	36573752	78	10	936748	0.91785	0.17935	0.63235832247557	4911	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55035	NOL8	nucleolar protein 8	9	95059640	95087876	38	5	959928	0.91773	0.17938	0.63235832247557	4912	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	246269	AFG1L	AFG1 like ATPase	6	108616098	108846751	208	18	966167	0.91734	0.17948	0.632488571428571	4913	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3293	HSD17B3	hydroxysteroid 17-beta dehydrogenase 3	9	98997588	99064662	155	23	960054	0.91732	0.17949	0.632488571428571	4914	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	338328	GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	8	144295068	144299044	12	4	945582	0.91716	0.17953	0.632500809766022	4915	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10018	BCL2L11	BCL2 like 11	2	111878491	111926022	52	7	944934	0.91675	0.17964	0.632552601015228	4916	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	826	CAPNS1	calpain small subunit 1	19	36630918	36641255	3	2	975370	0.91672	0.17964	0.632552601015228	4917	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7402	UTRN	utrophin	6	144606434	145174170	731	57	956479	0.91645	0.17971	0.632552601015228	4918	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	643802	MPHOSPH10P1	MPHOSPH10 pseudogene 1	16	53403274	53405041	2	1	975370	0.91625	0.17977	0.632552601015228	4919	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	83479	DDX59	DEAD-box helicase 59	1	200609935	200639126	40	5	942182	0.91617	0.17979	0.632552601015228	4920	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3886	KRT35	keratin 35	17	39632941	39637392	14	3	911539	0.91608	0.17981	0.632552601015228	4921	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	151449	GDF7	growth differentiation factor 7	2	20866424	20871250	8	2	975370	0.91585	0.17987	0.632552601015228	4922	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	85452	CFAP74	cilia and flagella associated protein 74	1	1853390	1935276	211	22	930114	0.91581	0.17988	0.632552601015228	4923	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	761	CA3	carbonic anhydrase 3	8	86351056	86361269	9	3	955512	0.91578	0.17989	0.632552601015228	4924	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7343	UBTF	upstream binding transcription factor	17	42282401	42298994	14	3	975370	0.91569	0.17991	0.632552601015228	4925	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	11341	SCRG1	stimulator of chondrogenesis 1	4	174309299	174320617	10	2	939625	0.91541	0.17999	0.632612137203166	4926	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	339366	ADAMTSL5	ADAMTS like 5	19	1505017	1513188	3	1	856219	0.91536	0.18	0.632612137203166	4927	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4715	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	8	125551343	125580751	71	12	958477	0.91505	0.18008	0.632706755934267	4928	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55534	MAML3	mastermind like transcriptional coactivator 3	4	140637545	141075233	694	72	961100	0.91497	0.1801	0.632706755934267	4929	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100526761	CCDC169-SOHLH2	CCDC169-SOHLH2 readthrough	13	36742345	36871992	377	10	957424	0.9147	0.18017	0.632824283975659	4930	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1122	CHML	CHM like Rab escort protein	1	241792166	241799232	13	5	906629	0.91433	0.18027	0.633047114175624	4931	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	83642	SELENOO	selenoprotein O	22	50639408	50656045	36	8	960476	0.91405	0.18035	0.633153538710985	4932	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	26275	HIBCH	3-hydroxyisobutyryl-CoA hydrolase	2	191069355	191184771	253	6	962352	0.91384	0.1804	0.633153538710985	4933	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	731631	LOC731631	putative uncharacterized protein FLJ44672	7	56433866	56435929	5	2	939625	0.9138	0.18041	0.633153538710985	4934	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	116064	LRRC58	leucine rich repeat containing 58	3	120043576	120068186	47	6	967765	0.91289	0.18065	0.6338673556231	4935	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3552	IL1A	interleukin 1 alpha	2	113531492	113542971	22	3	959122	0.91258	0.18073	0.633905527272727	4936	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10542	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	1	110943875	110950546	8	2	975370	0.91209	0.18086	0.633905527272727	4937	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	57231	SNX14	sorting nexin 14	6	86215214	86303850	86	10	960234	0.91194	0.1809	0.633905527272727	4938	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	121275	OR10AD1	olfactory receptor family 10 subfamily AD member 1	12	48595620	48599103	19	3	943127	0.91145	0.18103	0.633905527272727	4939	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	56102	PCDHGB3	protocadherin gamma subfamily B, 3	5	140749962	140892546	201	21	952267	0.91128	0.18107	0.633905527272727	4940	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	56109	PCDHGA6	protocadherin gamma subfamily A, 6	5	140749811	140892546	201	21	952267	0.91128	0.18107	0.633905527272727	4941	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	26211	OR2F1	olfactory receptor family 2 subfamily F member 1	7	143657020	143658108	3	1	975370	0.91121	0.18109	0.633905527272727	4942	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5831	PYCR1	pyrroline-5-carboxylate reductase 1	17	79890260	79895203	1	1	975370	0.91118	0.1811	0.633905527272727	4943	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	118788	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1	10	98353069	98480279	174	26	960699	0.91113	0.18111	0.633905527272727	4944	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1080	CFTR	CF transmembrane conductance regulator	7	117120017	117308719	187	14	944964	0.91104	0.18114	0.633905527272727	4945	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6049	RNF6	ring finger protein 6	13	26786894	26796686	6	2	975370	0.91087	0.18118	0.633905527272727	4946	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1281	COL3A1	collagen type III alpha 1 chain	2	189839099	189877472	50	7	970267	0.91084	0.18119	0.633905527272727	4947	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10990	LILRB5	leukocyte immunoglobulin like receptor B5	19	54754270	54761167	32	8	858081	0.91079	0.1812	0.633905527272727	4948	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1956	EGFR	epidermal growth factor receptor	7	55086678	55279262	327	51	942909	0.91082	0.1812	0.633905527272727	4949	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5079	PAX5	paired box 5	9	36833272	37034476	531	48	957533	0.91078	0.18121	0.633905527272727	4950	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	402096	ANAPC1P6	ANAPC1 pseudogene 6	2	106961022	106991482	53	10	958509	0.91058	0.18126	0.633952365178752	4951	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	150696	PROM2	prominin 2	2	95939674	95966067	14	3	962604	0.9103	0.18133	0.634069119547657	4952	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	157285	PRAG1	PEAK1 related, kinase-activating pseudokinase 1	8	8175258	8243941	139	16	938818	0.9091	0.18165	0.634331020408163	4953	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	49860	CRNN	cornulin	1	152381719	152386750	6	2	975370	0.90885	0.18172	0.634331020408163	4954	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1652	DDT	D-dopachrome tautomerase	22	24313554	24322019	6	2	945582	0.90846	0.18182	0.634331020408163	4955	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84166	NLRC5	NLR family CARD domain containing 5	16	57023469	57117438	237	48	956740	0.90839	0.18184	0.634331020408163	4956	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	130355	C2orf76	chromosome 2 open reading frame 76	2	120059793	120124451	131	15	954519	0.90787	0.18197	0.634331020408163	4957	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5607	MAP2K5	mitogen-activated protein kinase kinase 5	15	67835021	68099455	374	17	960694	0.90786	0.18198	0.634331020408163	4958	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51193	ZNF639	zinc finger protein 639	3	179041551	179053325	13	4	961622	0.90765	0.18203	0.634331020408163	4959	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23184	MESD	mesoderm development LRP chaperone	15	81239667	81282235	49	4	953485	0.90761	0.18204	0.634331020408163	4960	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	375607	NAT16	N-acetyltransferase 16 (putative)	7	100813774	100823557	29	5	941919	0.90754	0.18206	0.634331020408163	4961	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8092	ALX1	ALX homeobox 1	12	85673713	85695562	23	3	964276	0.90737	0.1821	0.634331020408163	4962	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	442721	LMOD2	leiomodin 2	7	123295861	123304147	8	2	975370	0.90722	0.18214	0.634331020408163	4963	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84324	SARNP	SAP domain containing ribonucleoprotein	12	56146247	56211540	32	5	953029	0.90719	0.18215	0.634331020408163	4964	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9658	ZNF516	zinc finger protein 516	18	74069637	74207146	225	26	944620	0.90715	0.18216	0.634331020408163	4965	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3899	AFF3	ALF transcription elongation factor 3	2	100162326	100759037	665	37	960669	0.90713	0.18217	0.634331020408163	4966	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	154790	CLEC2L	C-type lectin domain family 2 member L	7	139208674	139229731	11	1	796644	0.9071	0.18218	0.634331020408163	4967	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	54534	MRPL50	mitochondrial ribosomal protein L50	9	104151096	104160919	11	3	975370	0.90705	0.18219	0.634331020408163	4968	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7139	TNNT2	troponin T2, cardiac type	1	201328136	201346836	61	8	953607	0.90688	0.18223	0.634331020408163	4969	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84969	TOX2	TOX high mobility group box family member 2	20	42543492	42698256	268	38	952792	0.90689	0.18223	0.634331020408163	4970	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23113	CUL9	cullin 9	6	43149913	43192325	49	6	948805	0.90684	0.18225	0.634331020408163	4971	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23180	RFTN1	raftlin, lipid raft linker 1	3	16357352	16555222	423	45	961615	0.90653	0.18233	0.634331020408163	4972	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4238	MFAP3	microfibril associated protein 3	5	153418519	153437014	27	2	962131	0.90639	0.18236	0.634331020408163	4973	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	22904	SBNO2	strawberry notch homolog 2	19	1107633	1174282	119	14	901777	0.90628	0.18239	0.634331020408163	4974	FALSE	FALSE										
